Date,Open,High,Low,Close,Adj Close,Volume,Mkt-RF,SMB,HML,RF,Yest_Close,stock_return,SMA_20,SMA_50,EMA_12,EMA_26,MACD,RSI,ADS_Index
2018-12-11,24.660667419433594,24.81133270263672,24.01533317565918,24.450666427612305,24.450666427612305,94632000,-0.08,-0.05,-0.4,0.011,24.343332290649414,0.004409180127082234,23.274366664886475,21.280493392944337,23.704497813699298,22.989218436556023,0.7152793771432755,63.2181564487762,-0.159104
2018-12-12,24.628000259399414,24.79400062561035,24.3439998626709,24.440000534057617,24.440000534057617,75405000,0.68,0.57,-0.19,0.011,24.450666427612305,-0.0004362209752549907,23.392100048065185,21.35502674102783,23.81765207836981,23.096683777111696,0.7209683012581145,63.10028424172193,-0.1629
2018-12-13,24.676666259765625,25.16266632080078,24.450000762939453,25.119333267211914,25.119333267211914,110488500,-0.26,-1.51,-0.19,0.011,24.440000534057617,0.02779593773771132,23.518966674804688,21.45605339050293,24.017910722807056,23.24650966526727,0.7714010575397872,67.28432112820545,-0.166916
2018-12-14,25.0,25.191333770751953,24.288667678833008,24.380666732788086,24.380666732788086,95064000,-1.89,-0.07,0.5,0.011,25.119333267211914,-0.02940629540466364,23.591333389282227,21.550600051879883,24.073719339727212,23.33052129989844,0.7431980398287727,59.397672744115354,-0.171153
2018-12-17,24.133333206176758,24.3799991607666,22.92533302307129,23.22800064086914,23.22800064086914,115110000,-2.13,-0.26,1.09,0.011,24.380666732788086,-0.0472778740857318,23.59126672744751,21.639386711120604,23.943608770672125,23.322927177007383,0.6206815936647416,49.623015576984926,-0.185114
2018-12-18,23.369333267211914,23.43666648864746,22.246000289916992,22.468666076660156,22.468666076660156,106500000,-0.03,0.03,-0.6,0.011,23.22800064086914,-0.03269048317800338,23.533666706085206,21.739493370056152,23.716694510054896,23.25964857698166,0.4570459330732355,44.43531712717591,-0.19006
2018-12-19,22.50666618347168,23.134000778198242,21.982667922973633,22.197999954223633,22.197999954223633,124113000,-1.58,-0.62,0.04,0.011,22.468666076660156,-0.012046381459097125,23.46533336639404,21.849373359680175,23.483049193773162,23.181007938258844,0.30204125551431815,42.720896648209816,-0.195139
2018-12-20,21.803333282470703,22.019332885742188,20.791332244873047,21.025333404541016,21.025333404541016,136078500,-1.62,-0.29,0.98,0.011,22.197999954223633,-0.05282757690336389,23.358300018310548,21.919480018615722,23.104939072352835,23.021328343168634,0.0836107291842012,36.203617173815054,-0.200353
2018-12-21,21.15999984741211,21.564666748046875,20.82933235168457,21.31800079345703,21.31800079345703,120252000,-2.17,-0.55,0.77,0.011,21.025333404541016,0.013919750202525009,23.296900081634522,22.00333335876465,22.830025490984248,22.895155932078886,-0.06513044109463806,38.716398770822174,-0.205704
2018-12-24,20.899999618530273,20.96666717529297,19.68000030517578,19.69266700744629,19.69266700744629,83398500,-2.55,1.0,-0.48,0.011,21.31800079345703,-0.07624231754928883,23.19543342590332,22.06088005065918,22.34735495505533,22.657934530254252,-0.310579575198922,31.334963798108078,-0.222634
2018-12-26,20.0,21.79800033569336,19.606000900268555,21.73933219909668,21.73933219909668,122446500,5.06,-0.06,-1.02,0.011,19.69266700744629,0.10393032040182751,23.12906665802002,22.150626678466796,22.253812992600153,22.58988991313147,-0.33607692053131544,45.4409012844689,-0.234802
2018-12-27,21.32266616821289,21.47800064086914,20.100000381469727,21.075332641601562,21.075332641601562,128626500,0.78,-0.66,-0.12,0.011,21.73933219909668,-0.03054369616389173,23.0364333152771,22.22601333618164,22.072508323215754,22.477700485610736,-0.40519216239498235,42.39780728391468,-0.241165
2018-12-28,21.540000915527344,22.416000366210938,21.227333068847656,22.257999420166016,22.257999420166016,149085000,-0.03,0.77,0.26,0.011,21.075332641601562,0.05611616189772175,22.989766597747803,22.302386665344237,22.101045415054255,22.46142633261483,-0.3603809175605761,48.954772313427924,-0.247717
2018-12-31,22.519332885742188,22.61400032043457,21.68400001525879,22.18666648864746,22.18666648864746,94534500,0.9,-0.1,-0.46,0.011,22.257999420166016,-0.0032048222381534522,22.961866569519042,22.383746643066406,22.114217887914748,22.44107375158021,-0.32685586366546104,48.59546015873974,-0.269519
2019-01-02,20.406667709350586,21.0086669921875,19.920000076293945,20.674667358398438,20.674667358398438,174879000,0.23,0.59,1.11,0.01,22.18666648864746,-0.06814899980682937,22.82733325958252,22.445359992980958,21.89274857568147,22.310228833566743,-0.41748025788527343,41.62203236149032,-0.288491
2019-01-03,20.46666717529297,20.626667022705078,19.825332641601562,20.02400016784668,20.02400016784668,104478000,-2.45,0.36,1.2,0.01,20.674667358398438,-0.0314717126651832,22.633566665649415,22.49917335510254,21.605248820629964,22.140878562031926,-0.5356297414019622,39.0266355162741,-0.298516
2019-01-04,20.399999618530273,21.200000762939453,20.18199920654297,21.179332733154297,21.179332733154297,110911500,3.55,0.41,-0.7,0.01,20.02400016784668,0.0576973909120706,22.493533325195312,22.57482666015625,21.53972326871063,22.069652945078026,-0.5299296763673951,45.52241304438622,-0.308905
2019-01-07,21.447999954223633,22.44933319091797,21.183332443237305,22.33066749572754,22.33066749572754,113268000,0.94,1.0,-0.75,0.01,21.179332733154297,0.054361238716974944,22.399866676330568,22.6292533493042,21.661406995944002,22.088987356237247,-0.42758036029324487,51.111917102370086,-0.342184
2019-01-08,22.797332763671875,22.93400001525879,21.801332473754883,22.356666564941406,22.356666564941406,105127500,1.01,0.53,-0.63,0.01,22.33066749572754,0.001164276402344064,22.324466609954833,22.691720008850098,21.768370006558985,22.10881544577089,-0.34044543921190495,51.2335964876444,-0.353846
2019-01-09,22.366666793823242,22.899999618530273,22.097999572753906,22.568666458129883,22.568666458129883,81493500,0.56,0.46,0.1,0.01,22.356666564941406,0.00948262535350078,22.235733318328858,22.7232799911499,21.891492537569892,22.14287848372341,-0.25138594615351906,52.276652014792475,-0.365781
2019-01-10,22.293333053588867,23.025999069213867,22.119333267211914,22.99799919128418,22.99799919128418,90846000,0.42,0.03,-0.46,0.01,22.568666458129883,0.01902339838956851,22.16309995651245,22.74203998565674,22.061724330449014,22.206220758357542,-0.14449642790852835,54.40361604470295,-0.377993
2019-01-11,22.805999755859375,23.227333068847656,22.584667205810547,23.150667190551758,23.150667190551758,75586500,-0.01,0.12,0.22,0.01,22.99799919128418,0.006638316576923635,22.098633289337158,22.758586654663088,22.22925400123405,22.27617975333489,-0.04692575210084016,55.16876959293786,-0.390488
2019-01-14,22.825332641601562,22.833332061767578,22.266666412353516,22.293333053588867,22.293333053588867,78709500,-0.6,-0.59,0.94,0.01,23.150667190551758,-0.037032804709524116,21.957333278656005,22.764586639404296,22.239112316980943,22.277450368168516,-0.03833805118757283,50.08577786065081,-0.42951
2019-01-15,22.333332061767578,23.253332138061523,22.299999237060547,22.961999893188477,22.961999893188477,90849000,1.06,0.0,-0.88,0.01,22.293333053588867,0.029994027272290932,21.886399936676025,22.774066619873047,22.35032579024364,22.328157740392214,0.02216804985142673,53.671056048233254,-0.442773
2019-01-16,22.985332489013672,23.46666717529297,22.899999618530273,23.06999969482422,23.06999969482422,70375500,0.28,0.04,0.92,0.01,22.961999893188477,0.004703414429845878,21.878499889373778,22.7764266204834,22.461044852486808,22.383108996276064,0.07793585621074328,54.242740540724164,-0.45614
2019-01-17,23.08066749572754,23.433332443237305,22.94333267211914,23.15399932861328,23.15399932861328,55150500,0.75,0.11,-0.24,0.01,23.06999969482422,0.0036410765019605925,21.912766551971437,22.777626609802248,22.567653233429343,22.440211983856596,0.1274412495727475,54.71083920567218,-0.469614
2019-01-18,21.53333282470703,21.808666229248047,19.98200035095215,20.150667190551758,20.150667190551758,362262000,1.29,-0.36,0.12,0.01,23.15399932861328,-0.12971116114485076,21.81039991378784,22.725439949035646,22.195809226832793,22.270616073241424,-0.07480684640863089,39.2501366664189,-0.4832
2019-01-22,20.321332931518555,20.53333282470703,19.700000762939453,19.92799949645996,19.92799949645996,181000500,-1.53,-0.4,0.32,0.01,20.150667190551758,-0.01105014002693674,21.75553321838379,22.669253273010256,21.84691542216005,22.09708891940576,-0.2501734972457115,38.38408154751857,-0.535302
2019-01-23,19.5,19.633333206176758,18.779333114624023,19.172666549682617,19.172666549682617,187950000,0.15,-0.39,-0.13,0.01,19.92799949645996,-0.037903099451177834,21.648266506195068,22.588493270874025,21.43549251870198,21.88046504016701,-0.4449725214650293,35.520867454064074,-0.546054
2019-01-24,18.868667602539062,19.57866668701172,18.618667602539062,19.43400001525879,19.43400001525879,120183000,0.23,0.44,-0.01,0.01,19.172666549682617,0.013630522645296721,21.635333156585695,22.508639945983887,21.127570595095335,21.699245408692327,-0.5716748135969922,37.264509176796125,-0.555789
2019-01-25,19.625999450683594,19.90133285522461,19.303333282470703,19.80266761779785,19.80266761779785,108744000,0.9,0.46,-0.35,0.01,19.43400001525879,0.018970237843449606,21.538499927520753,22.43734664916992,20.923739367818797,21.558758164922367,-0.6350187971035695,39.740167014344536,-0.564511
2019-01-28,19.527332305908203,19.83066749572754,19.183332443237305,19.7586669921875,19.7586669921875,96349500,-0.8,-0.16,0.63,0.01,19.80266761779785,-0.0022219544588429866,21.472666645050047,22.390813331604004,20.744497463875522,21.425418078053116,-0.6809206141775945,39.539619002691566,-0.585603
2019-01-29,19.684667587280273,19.90399932861328,19.453332901000977,19.83066749572754,19.83066749572754,69325500,-0.19,-0.01,0.17,0.01,19.7586669921875,0.003643996002792485,21.351300048828126,22.335786666870117,20.6039082380066,21.307288405288258,-0.703380167281658,40.07255590543241,-0.592249
2019-01-30,20.030000686645508,20.600000381469727,19.89933204650879,20.584667205810547,20.584667205810547,168754500,1.51,-0.15,-0.94,0.01,19.83066749572754,0.03802190270425617,21.271200084686278,22.288813362121584,20.600948079207207,21.25376090903065,-0.6528128298234428,45.49121403855082,-0.598868
2019-01-31,20.066667556762695,20.770666122436523,19.600000381469727,20.468000411987305,20.468000411987305,188538000,0.92,0.12,-1.08,0.01,20.584667205810547,-0.005667655087972956,21.260866737365724,22.233586692810057,20.580494591942607,21.19555642776818,-0.6150618358255748,44.81597182878913,-0.605464
2019-02-01,20.3613338470459,21.073333740234375,20.233333587646484,20.81399917602539,20.81399917602539,109251000,0.14,-0.14,0.43,0.01,20.468000411987305,0.01690437546773978,21.30036668777466,22.17745334625244,20.61641837410919,21.167292927639085,-0.5508745535298942,47.31368106423147,-0.612038
2019-02-04,20.865333557128906,21.020000457763672,20.125333786010742,20.859333038330078,20.859333038330078,110281500,0.72,0.49,-0.47,0.01,20.81399917602539,0.0021780467041098628,21.28436670303345,22.123346672058105,20.653789860912404,21.144481083986566,-0.4906912230741618,47.648025732714814,-0.625629
2019-02-05,20.832666397094727,21.496000289916992,20.816667556762695,21.42333221435547,21.42333221435547,101142000,0.43,-0.08,-0.6,0.01,20.859333038330078,0.02703821713709703,21.238999938964845,22.088493309020997,20.772180992211336,21.16513672327315,-0.39295573106181436,51.75036008702335,-0.628366
2019-02-06,21.305999755859375,21.615999221801758,21.041332244873047,21.148000717163086,21.148000717163086,75577500,-0.22,-0.02,0.07,0.01,21.42333221435547,-0.012851945460094537,21.178566646575927,22.060533332824708,20.82999941143468,21.16386738948722,-0.3338679780525382,49.70278052856502,-0.63024
2019-02-07,20.886667251586914,20.979999542236328,20.200000762939453,20.500667572021484,20.500667572021484,97809000,-0.93,-0.14,0.4,0.01,21.148000717163086,-0.030609661584522517,21.075166702270508,22.036106681823732,20.779332974601882,21.11474147708235,-0.33540850248046894,45.1769247988237,-0.631251
2019-02-08,20.455333709716797,20.496667861938477,19.899999618530273,20.386667251586914,20.386667251586914,87663000,0.09,0.05,-0.69,0.01,20.500667572021484,-0.005560810155770416,20.944600105285645,21.982506675720217,20.71892286336881,21.060810052971576,-0.3418871896027653,44.40998103714125,-0.631398
2019-02-11,20.773332595825195,21.239999771118164,20.700000762939453,20.856000900268555,20.856000900268555,106945500,0.14,0.66,0.23,0.01,20.386667251586914,0.02302159754165347,20.829866790771483,21.941066703796388,20.74001179212262,21.045639004623204,-0.30562721250058544,48.30121625139068,-0.62721
2019-02-12,21.079999923706055,21.21266746520996,20.641332626342773,20.78733253479004,20.78733253479004,82764000,1.36,0.02,-0.16,0.01,20.856000900268555,-0.0032924991616025204,20.754566764831544,21.892986679077147,20.747291906379143,21.02650519204297,-0.2792132856638254,47.77429627792411,-0.624996
2019-02-13,20.823333740234375,20.850000381469727,20.3713321685791,20.544666290283203,20.544666290283203,77124000,0.28,0.07,0.07,0.01,20.78733253479004,-0.01167375583667147,20.63370008468628,21.84898666381836,20.716118734672076,20.990813421542246,-0.27469468687016985,45.86992355004118,-0.622462
2019-02-14,20.225332260131836,20.451332092285156,20.066667556762695,20.251333236694336,20.251333236694336,78012000,-0.21,0.52,-0.58,0.01,20.544666290283203,-0.014277820308407825,20.492766761779784,21.786706657409667,20.644613273444733,20.936037111553514,-0.2914238381087806,43.60709758160853,-0.619608
2019-02-15,20.299999237060547,20.53333282470703,20.260000228881836,20.525333404541016,20.525333404541016,58573500,1.13,0.25,0.47,0.01,20.251333236694336,0.013529981687833075,20.361333465576173,21.719226684570312,20.626262524382625,20.90561461473777,-0.27935209035514674,46.27326897128348,-0.616433
2019-02-19,20.437332153320312,20.769332885742188,20.364667892456055,20.375999450683594,20.375999450683594,62526000,0.19,0.29,0.3,0.01,20.525333404541016,-0.007275592114103408,20.372600078582764,21.64714668273926,20.587760513044312,20.86638386184487,-0.27862334880055784,45.023876402839775,-0.597014
2019-02-20,20.29400062561035,20.420000076293945,19.933332443237305,20.17066764831543,20.17066764831543,107131500,0.19,0.21,0.55,0.01,20.375999450683594,-0.010077140160173855,20.384733486175538,21.566480026245117,20.5235923800091,20.814849327509357,-0.29125694750025843,43.29298965240508,-0.588734
2019-02-21,20.12066650390625,20.215999603271484,19.366666793823242,19.415332794189453,19.415332794189453,133638000,-0.37,-0.07,-0.22,0.01,20.17066764831543,-0.037447191500825656,20.39686679840088,21.477493324279784,20.353090905267617,20.711181436152327,-0.3580905308847093,37.57100633863934,-0.578961
2019-02-22,19.632667541503906,19.766666412353516,19.47333335876465,19.6473331451416,19.6473331451416,86109000,0.65,0.55,-1.47,0.01,19.415332794189453,0.011949336815981882,20.40753345489502,21.38357334136963,20.244512788325153,20.63237785904042,-0.387865070715268,40.185971243226625,-0.567694
2019-02-25,19.860666275024414,20.19333267211914,19.799999237060547,19.917999267578125,19.917999267578125,99397500,0.15,-0.26,-0.18,0.01,19.6473331451416,0.013776227055194707,20.413300037384033,21.292919998168944,20.194279938979456,20.579460926339507,-0.3851809873600516,43.17643111975826,-0.525392
2019-02-26,19.481332778930664,20.134000778198242,19.251333236694336,19.857332229614258,19.857332229614258,128737500,-0.16,-0.64,-0.33,0.01,19.917999267578125,-0.003045839953544884,20.41823329925537,21.201266632080078,20.142441829846348,20.525969911767266,-0.38352808192091814,42.66158729498353,-0.509131
2019-02-27,20.118667602539062,21.086666107177734,20.036666870117188,20.982667922973633,20.982667922973633,167758500,0.09,0.2,-0.12,0.01,19.857332229614258,0.056671041222803545,20.475833320617674,21.118533325195312,20.27170738263516,20.559799394078848,-0.28809201144368757,53.69214390138893,-0.491867
2019-02-28,21.261333465576172,21.333332061767578,20.720666885375977,21.325332641601562,21.325332641601562,157810500,-0.31,0.02,-0.24,0.01,20.982667922973633,0.01633084600518082,20.512866592407228,21.05742664337158,20.4338035763223,20.61650556056201,-0.18270198423970996,56.440104914556855,-0.473593
2019-03-01,20.46266746520996,20.475332260131836,19.459999084472656,19.652666091918945,19.652666091918945,343671000,0.72,0.29,-0.4,0.009,21.325332641601562,-0.07843566043230533,20.47209987640381,20.985919952392578,20.313628578721783,20.54511004436623,-0.23148146564444616,43.020116563726205,-0.454301
2019-03-04,19.874666213989258,19.933332443237305,18.851999282836914,19.02400016784668,19.02400016784668,256452000,-0.52,-0.4,0.37,0.009,19.652666091918945,-0.03198883658491349,20.382599925994874,20.91702663421631,20.11522420781792,20.432435238698112,-0.3172110308801912,39.24330644978989,-0.404387
2019-03-05,18.799999237060547,18.933332443237305,18.00666618347168,18.43600082397461,18.43600082397461,281470500,-0.17,-0.31,-0.23,0.009,19.02400016784668,-0.0309082915624588,20.2614333152771,20.84178665161133,19.856882148765102,20.284551207977852,-0.4276690592127501,36.05499585885091,-0.390126
2019-03-06,18.43199920654297,18.767332077026367,18.292667388916016,18.416000366210938,18.416000366210938,155032500,-0.84,-1.27,0.05,0.009,18.43600082397461,-0.0010848588017886617,20.11106672286987,20.789599990844728,19.635208028372155,20.146140034513635,-0.5109320061414806,35.94801214071559,-0.377012
2019-03-07,18.589332580566406,18.979999542236328,18.28333282470703,18.439332962036133,18.439332962036133,141637500,-0.82,-0.07,-0.33,0.009,18.416000366210938,0.0012669741182241275,19.975633335113525,20.732026634216307,19.451227248935844,20.019709880996782,-0.5684826320609382,36.18590240854354,-0.36504
2019-03-08,18.46066665649414,19.03933334350586,18.392667770385742,18.94266700744629,18.94266700744629,132294000,-0.22,0.04,-0.16,0.009,18.439332962036133,0.02729675994497452,19.897733306884767,20.71702663421631,19.372987211783602,19.939928927400448,-0.5669417156168457,41.2545944022316,-0.354206
2019-03-11,18.90133285522461,19.41866683959961,18.700000762939453,19.39466667175293,19.39466667175293,110884500,1.49,0.36,-0.53,0.009,18.94266700744629,0.023861458586003824,19.848133277893066,20.670133323669432,19.376322513317344,19.899539130685817,-0.5232166173684725,45.44521735895131,-0.328889
2019-03-12,19.099332809448242,19.204666137695312,18.737333297729492,18.890666961669922,18.890666961669922,112561500,0.25,-0.28,-0.09,0.009,19.39466667175293,-0.025986510550194224,19.749866580963136,20.6264400100708,19.301606274602356,19.824807858906862,-0.5232015843045055,41.85950363775355,-0.323364
2019-03-13,18.926666259765625,19.465999603271484,18.84666633605957,19.263999938964844,19.263999938964844,102670500,0.68,-0.31,0.07,0.009,18.890666961669922,0.019762826693860654,19.673699951171876,20.566560020446776,19.295820684504278,19.78326653150375,-0.4874458469994707,45.302269483871804,-0.319357
2019-03-14,19.496667861938477,19.69266700744629,19.21933364868164,19.33066749572754,19.33066749572754,106551000,-0.1,-0.4,0.3,0.009,19.263999938964844,0.0034607328163372966,19.613000011444093,20.50944004058838,19.30118173238478,19.749740677001807,-0.4485589446170266,45.91813134319046,-0.316869
2019-03-15,18.900667190551758,18.9146671295166,18.293333053588867,18.36199951171875,18.36199951171875,221782500,0.48,-0.26,-0.25,0.009,19.33066749572754,-0.05011042604829263,19.518533325195314,20.463186683654786,19.15669215997462,19.64694503512899,-0.49025287515436844,39.04002106359106,-0.315896
2019-03-18,18.399999618530273,18.536666870117188,17.81999969482422,17.965999603271484,17.965999603271484,154215000,0.46,0.16,0.44,0.009,18.36199951171875,-0.02156627377070432,19.390566635131837,20.42202667236328,18.9735086897126,19.5224305586951,-0.5489218689825002,36.62475760454927,-0.321818
2019-03-19,17.833332061767578,18.219999313354492,17.56399917602539,17.83133316040039,17.83133316040039,177009000,-0.09,-0.39,-0.93,0.009,17.965999603271484,-0.007495627621330456,19.263333320617676,20.3550666809082,18.79778937751072,19.397164084747345,-0.599374707236624,35.81333295896965,-0.326392
2019-03-20,17.979333877563477,18.33133316040039,17.753332138061523,18.239999771118164,18.239999771118164,103623000,-0.39,0.02,-1.05,0.009,17.83133316040039,0.022918455229434854,19.16679992675781,20.273253326416015,18.711975591911866,19.311448209663702,-0.5994726177518359,40.146983887702085,-0.332226
2019-03-21,18.17333221435547,18.43000030517578,17.89666748046875,18.26799964904785,18.26799964904785,89206500,1.11,0.3,-1.23,0.009,18.239999771118164,0.0015350810461096309,19.109433269500734,20.191479988098145,18.643671600702017,19.234155723692158,-0.5904841229901407,40.44367780141866,-0.339321
2019-03-22,18.172000885009766,18.18666648864746,17.600000381469727,17.635332107543945,17.635332107543945,131184000,-2.17,-1.52,-0.07,0.009,18.26799964904785,-0.03463255713040708,19.00883321762085,20.092813301086426,18.48854244790847,19.115724344718217,-0.6271818968097485,36.09038202317786,-0.34768
2019-03-25,17.31399917602539,17.545333862304688,16.964000701904297,17.3613338470459,17.3613338470459,153225000,-0.05,0.66,-0.25,0.009,17.635332107543945,-0.015536892576059705,18.880999946594237,19.98007999420166,18.31512574008346,18.985769493038788,-0.6706437529553284,34.36516814867582,-0.380839
2019-03-26,17.62933349609375,18.017332077026367,17.6286678314209,17.851333618164062,17.851333618164062,110263500,0.76,0.17,0.46,0.009,17.3613338470459,0.028223624718877204,18.78070001602173,19.874093322753907,18.24377310594201,18.90173720601103,-0.6579641000690195,39.89829947391906,-0.395216
2019-03-27,17.916667938232422,18.357999801635742,17.8786678314209,18.32200050354004,18.32200050354004,131688000,-0.5,0.1,0.5,0.009,17.851333618164062,0.02636592287407952,18.647666645050048,19.79466667175293,18.255808090187863,18.858793746568736,-0.6029856563808735,44.71904889231915,-0.41134
2019-03-28,18.477333068847656,18.68866729736328,18.34000015258789,18.57466697692871,18.57466697692871,101611500,0.4,0.34,0.02,0.009,18.32200050354004,0.01379033219324787,18.510133361816408,19.706920013427734,18.30486330353261,18.837747319187994,-0.5328840156553838,47.16888069181119,-0.429217
2019-03-29,18.579999923706055,18.67733383178711,18.299999237060547,18.657333374023438,18.657333374023438,89869500,0.66,-0.22,-0.92,0.009,18.57466697692871,0.004450491478388557,18.46036672592163,19.618666687011718,18.359089468223505,18.82438332324988,-0.4652938550263741,47.98112705251798,-0.448855
2019-04-01,18.841333389282227,19.280000686645508,18.75200080871582,19.278667449951172,19.278667449951172,121656000,1.19,-0.3,0.99,0.01,18.657333374023438,0.033302405197562494,18.473100090026854,19.541160049438478,18.500563003873914,18.858033999301828,-0.3574709954279136,53.738195311761494,-0.518076
2019-04-02,19.219999313354492,19.29599952697754,18.92533302307129,19.058666229248047,19.058666229248047,82183500,-0.05,-0.13,-0.44,0.01,19.278667449951172,-0.011411640419352853,18.504233360290527,19.519320030212402,18.586425038546857,18.87289564596451,-0.28647060741765173,51.5622070880244,-0.541441
2019-04-03,19.154666900634766,19.744667053222656,19.14466667175293,19.45400047302246,19.45400047302246,118791000,0.27,0.22,-0.4,0.01,19.058666229248047,0.020743017324461106,18.556133365631105,19.50984004974365,18.719898182312335,18.9159404479688,-0.19604226565646599,55.08200592931106,-0.563544
2019-04-04,17.459333419799805,18.079999923706055,17.37266731262207,17.851999282836914,17.851999282836914,355810500,0.19,0.21,0.93,0.01,19.45400047302246,-0.08234816239503528,18.52676668167114,19.48342670440674,18.586375274700732,18.837129991292365,-0.25075471659163284,41.82019957400725,-0.584394
2019-04-05,17.99066734313965,18.406667709350586,17.74066734313965,18.33066749572754,18.33066749572754,195574500,0.52,0.53,-0.08,0.01,17.851999282836914,0.026813143183958183,18.496166706085205,19.46136005401611,18.547035616397164,18.799614250880154,-0.25257863448299034,46.003463588293826,-0.603998
2019-04-08,18.512666702270508,18.743999481201172,18.029333114624023,18.213333129882812,18.213333129882812,156156000,0.08,-0.29,0.1,0.01,18.33066749572754,-0.00640098708200749,18.4371000289917,19.429573364257813,18.495696772318034,18.756186019695164,-0.2604892473771301,45.14653855266256,-0.655203
2019-04-09,18.110000610351562,18.333332061767578,17.974000930786133,18.15399932861328,18.15399932861328,88560000,-0.65,-0.56,-0.14,0.01,18.213333129882812,-0.003257712404775688,18.400266647338867,19.397480010986328,18.443127934824993,18.711579598133543,-0.2684516633085501,44.693166183658285,-0.66948
2019-04-10,18.44933319091797,18.558666229248047,18.19266700744629,18.40399932861328,18.40399932861328,105919500,0.48,0.97,-0.1,0.01,18.15399932861328,0.013771070245990617,18.35726661682129,19.368946647644044,18.437108149253962,18.688795874465374,-0.25168772521141136,47.10351514370343,-0.682335
2019-04-11,17.886667251586914,18.03333282470703,17.706666946411133,17.89466667175293,17.89466667175293,147538500,0.0,-0.31,0.41,0.01,18.40399932861328,-0.02767510733759243,18.285466575622557,19.31514663696289,18.353655614253803,18.629971489079267,-0.27631587482546394,42.99257822137358,-0.693774
2019-04-12,18.014667510986328,18.1299991607666,17.788667678833008,17.84666633605957,17.84666633605957,101190000,0.65,-0.5,0.65,0.01,17.89466667175293,-0.002682382218894796,18.2596999168396,19.262719955444336,18.275657263762383,18.571948885151883,-0.29629162138949994,42.61511159425883,-0.703801
2019-04-15,17.908666610717773,17.92533302307129,17.242000579833984,17.7586669921875,17.7586669921875,150579000,-0.09,-0.22,-0.53,0.01,17.84666633605957,-0.004930856117047796,18.2493332862854,19.201613311767577,18.19612029890471,18.511705781969336,-0.31558548306462697,41.888997478269296,-0.724681
2019-04-16,17.71666717529297,18.333332061767578,17.648000717163086,18.224000930786133,18.224000930786133,109093500,0.13,0.12,0.7,0.01,17.7586669921875,0.026203202008537315,18.268966674804688,19.1489066696167,18.200409626886465,18.49039431151132,-0.28998468462485505,47.028849688074345,-0.727563
2019-04-17,18.316667556762695,18.319332122802734,17.902666091918945,18.082000732421875,18.082000732421875,76897500,-0.32,-0.7,0.83,0.01,18.224000930786133,-0.007791933226055444,18.261066722869874,19.082080039978027,18.182192873891914,18.460142935282473,-0.277950061390559,45.70047115949113,-0.728282
2019-04-18,18.082000732421875,18.32266616821289,17.983333587646484,18.21733283996582,18.21733283996582,88144500,0.11,-0.25,-0.51,0.01,18.082000732421875,0.007484354720840625,18.25853338241577,19.023466682434083,18.18759902251867,18.442157002296057,-0.25455797977738825,47.230285792281215,-0.726837
2019-04-22,17.933332443237305,17.978666305541992,17.498666763305664,17.516666412353516,17.516666412353516,182206500,0.11,-0.46,-0.56,0.01,18.21733283996582,-0.038461526380807964,18.25260009765625,18.96378665924072,18.084378620954798,18.373602143781795,-0.2892235228269975,40.818296703817275,-0.700186
2019-04-23,17.343332290649414,17.706666946411133,17.049999237060547,17.593332290649414,17.593332290649414,164158500,0.97,0.72,-0.48,0.01,17.516666412353516,0.004376739071872164,18.264200019836426,18.90791996002197,18.008833031677046,18.3158043768831,-0.30697134520605474,41.75013934908521,-0.689468
2019-04-24,17.59000015258789,17.687999725341797,17.200000762939453,17.243999481201172,17.243999481201172,160912500,-0.23,0.27,-0.07,0.01,17.593332290649414,-0.01985597746220636,18.23383331298828,18.835679931640627,17.891166331603834,18.236411421647404,-0.3452450900435693,38.7557183661834,-0.677356
2019-04-25,17.0,17.266666412353516,16.404666900634766,16.5086669921875,16.5086669921875,327741000,-0.14,-0.75,-0.19,0.01,17.243999481201172,-0.04264280393973026,18.143166637420656,18.750106620788575,17.678474125539783,18.10843035279852,-0.4299562272587387,33.335777178077464,-0.663844
2019-04-26,16.433332443237305,16.44533348083496,15.408666610717773,15.675999641418457,15.675999641418457,335410500,0.53,0.43,0.07,0.01,16.5086669921875,-0.05043819414148286,17.99823327064514,18.65273328781128,17.370401127982657,17.928250300103702,-0.5578491721210455,28.478925441386522,-0.648929
2019-04-29,15.723999977111816,16.26533317565918,15.477999687194824,16.097999572753906,16.097999572753906,250717500,0.18,0.08,0.65,0.01,15.675999641418457,0.02692012892246176,17.870266580581664,18.56966661453247,17.17464704256285,17.792676172151864,-0.618029129589015,33.74726322114037,-0.595683
2019-04-30,16.137332916259766,16.28066635131836,15.800000190734863,15.912667274475098,15.912667274475098,141969000,-0.04,-0.7,0.28,0.01,16.097999572753906,-0.011512753335668249,17.701966571807862,18.477413291931153,16.98049630901089,17.653416253805435,-0.6729199447945469,32.611131050880914,-0.575059
2019-05-01,15.923333168029785,16.0,15.433333396911621,15.600666999816895,15.600666999816895,160566000,-0.83,-0.1,-0.02,0.009,15.912667274475098,-0.019607038171323476,17.529066610336304,18.38190664291382,16.768214876827194,17.50136075350999,-0.7331458766827943,30.735208067860782,-0.552981
2019-05-02,16.368000030517578,16.475332260131836,15.847999572753906,16.273332595825195,16.273332595825195,272389500,-0.16,0.45,-0.27,0.009,15.600666999816895,0.043117745928183446,17.37003321647644,18.303959941864015,16.692079141288424,17.4103957047926,-0.7183165635041746,38.89625531073621,-0.531335
